,Region,Capacity,Present,Date,Occupancy Rate,Region Group
365,FRIULI VENEZIA GIULIA,479.0,674.0,2019-07-31,0.40709812108559507,nord-est
366,LAZIO,5.254,6.483,2019-07-31,0.2339170156071564,centro
367,LIGURIA,1.104,1.54,2019-07-31,0.39492753623188404,centro
368,LOMBARDIA,6.199,8.472,2019-07-31,0.36667204387804486,centro
369,MARCHE,856.0,893.0,2019-07-31,0.04322429906542058,centro
370,MOLISE,270.0,408.0,2019-07-31,0.5111111111111111,sud
371,PIEMONTE,3.972,4.665,2019-07-31,0.17447129909365566,centro
372,PUGLIA,2.319,3.745,2019-07-31,0.6149202242345839,sud
373,SARDEGNA,2.706,2.235,2019-07-31,-0.17405764966740578,isole
374,SICILIA,6.484,6.396,2019-07-31,-0.013571869216532972,isole
375,TOSCANA,3.141,3.598,2019-07-31,0.14549506526583889,centro
376,TRENTINO ALTO ADIGE,506.0,408.0,2019-07-31,-0.19367588932806323,nord-est
377,UMBRIA,1.324,1.427,2019-07-31,0.07779456193353473,centro
378,VALLE D'AOSTA,181.0,183.0,2019-07-31,0.011049723756906049,centro
379,VENETO,1.942,2.401,2019-07-31,0.23635427394438713,nord-est
380,ABRUZZO,1.645,2.049,2019-08-31,0.24559270516717313,sud
381,BASILICATA,413.0,475.0,2019-08-31,0.15012106537530268,sud
382,CALABRIA,2.734,2.835,2019-08-31,0.03694220921726399,sud
383,CAMPANIA,6.157,7.577,2019-08-31,0.23063180120188398,sud
384,EMILIA ROMAGNA,2.792,3.766,2019-08-31,0.34885386819484254,nord-est
385,FRIULI VENEZIA GIULIA,479.0,695.0,2019-08-31,0.45093945720250517,nord-est
386,LAZIO,5.254,6.574,2019-08-31,0.2512371526456034,centro
387,LIGURIA,1.104,1.568,2019-08-31,0.42028985507246364,centro
388,LOMBARDIA,6.199,8.618,2019-08-31,0.39022422971447024,centro
389,MARCHE,856.0,881.0,2019-08-31,0.029205607476635587,centro
390,MOLISE,270.0,409.0,2019-08-31,0.5148148148148148,sud
391,PIEMONTE,3.971,4.698,2019-08-31,0.18307731050113318,centro
392,PUGLIA,2.319,3.784,2019-08-31,0.6317378180250108,sud
393,SARDEGNA,2.706,2.281,2019-08-31,-0.15705838876570577,isole
394,SICILIA,6.476,6.367,2019-08-31,-0.01683137739345275,isole
395,TOSCANA,3.141,3.652,2019-08-31,0.16268704234320275,centro
396,TRENTINO ALTO ADIGE,506.0,438.0,2019-08-31,-0.13438735177865613,nord-est
397,UMBRIA,1.324,1.461,2019-08-31,0.1034743202416919,centro
398,VALLE D'AOSTA,181.0,178.0,2019-08-31,-0.016574585635359074,centro
399,VENETO,1.942,2.435,2019-08-31,0.25386199794026787,nord-est
400,ABRUZZO,1.646,2.056,2019-09-30,0.24908869987849336,sud
401,BASILICATA,413.0,509.0,2019-09-30,0.23244552058111378,sud
402,CALABRIA,2.734,2.819,2019-09-30,0.03108997805413316,sud
403,CAMPANIA,6.157,7.56,2019-09-30,0.22787071625791766,sud
404,EMILIA ROMAGNA,2.793,3.76,2019-09-30,0.34622269960615815,nord-est
405,FRIULI VENEZIA GIULIA,479.0,666.0,2019-09-30,0.3903966597077244,nord-est
406,LAZIO,5.247,6.585,2019-09-30,0.2550028587764437,centro
407,LIGURIA,1.104,1.523,2019-09-30,0.3795289855072461,centro
408,LOMBARDIA,6.199,8.645,2019-09-30,0.3945797709307952,centro
409,MARCHE,856.0,891.0,2019-09-30,0.04088785046728982,centro
410,MOLISE,270.0,400.0,2019-09-30,0.4814814814814814,sud
411,PIEMONTE,3.971,4.686,2019-09-30,0.18005540166204992,centro
412,PUGLIA,2.319,3.815,2019-09-30,0.6451056489866323,sud
413,SARDEGNA,2.714,2.295,2019-09-30,-0.15438467207074436,isole
414,SICILIA,6.476,6.496,2019-09-30,0.0030883261272391938,isole
415,TOSCANA,3.141,3.658,2019-09-30,0.16459726201846547,centro
416,TRENTINO ALTO ADIGE,506.0,444.0,2019-09-30,-0.12252964426877466,nord-est
417,UMBRIA,1.324,1.443,2019-09-30,0.08987915407854974,centro
418,VALLE D'AOSTA,181.0,200.0,2019-09-30,0.1049723756906078,centro
419,VENETO,1.942,2.43,2019-09-30,0.25128733264675596,nord-est
420,ABRUZZO,1.646,2.026,2019-10-31,0.23086269744835963,sud
421,BASILICATA,413.0,502.0,2019-10-31,0.21549636803874095,sud
422,CALABRIA,2.734,2.784,2019-10-31,0.018288222384784225,sud
423,CAMPANIA,6.158,7.482,2019-10-31,0.21500487171159466,sud
424,EMILIA ROMAGNA,2.793,3.846,2019-10-31,0.37701396348012883,nord-est
425,FRIULI VENEZIA GIULIA,479.0,671.0,2019-10-31,0.40083507306889343,nord-est
426,LAZIO,5.247,6.584,2019-10-31,0.2548122736801981,centro
427,LIGURIA,1.104,1.537,2019-10-31,0.39221014492753614,centro
428,LOMBARDIA,6.199,8.618,2019-10-31,0.39022422971447024,centro
429,MARCHE,856.0,896.0,2019-10-31,0.04672897196261672,centro
430,MOLISE,270.0,415.0,2019-10-31,0.537037037037037,sud
431,PIEMONTE,3.971,4.645,2019-10-31,0.16973054646184838,centro
432,PUGLIA,2.319,3.857,2019-10-31,0.6632169038378612,sud
433,SARDEGNA,2.714,2.321,2019-10-31,-0.14480471628592473,isole
434,SICILIA,6.478,6.526,2019-10-31,0.007409694350108076,isole
435,TOSCANA,3.14,3.603,2019-10-31,0.14745222929936297,centro
436,TRENTINO ALTO ADIGE,506.0,449.0,2019-10-31,-0.11264822134387353,nord-est
437,UMBRIA,1.324,1.455,2019-10-31,0.0989425981873111,centro
438,VALLE D'AOSTA,181.0,243.0,2019-10-31,0.3425414364640884,centro
439,VENETO,1.942,2.525,2019-10-31,0.30020597322348097,nord-est
440,ABRUZZO,1.646,2.062,2019-11-30,0.2527339003645199,sud
441,BASILICATA,411.0,478.0,2019-11-30,0.16301703163017023,sud
442,CALABRIA,2.734,2.771,2019-11-30,0.013533284564740233,sud
443,CAMPANIA,6.157,7.459,2019-11-30,0.21146662335553024,sud
444,EMILIA ROMAGNA,2.793,3.856,2019-11-30,0.380594343000358,nord-est
445,FRIULI VENEZIA GIULIA,479.0,664.0,2019-11-30,0.3862212943632568,nord-est
446,LAZIO,5.247,6.652,2019-11-30,0.26777206022489053,centro
447,LIGURIA,1.104,1.551,2019-11-30,0.40489130434782594,centro
448,LOMBARDIA,6.199,8.659,2019-11-30,0.39683819970963063,centro
449,MARCHE,856.0,919.0,2019-11-30,0.07359813084112155,centro
450,MOLISE,270.0,420.0,2019-11-30,0.5555555555555556,sud
451,PIEMONTE,3.971,4.588,2019-11-30,0.15537647947620248,centro
452,PUGLIA,2.319,3.912,2019-11-30,0.6869340232858991,sud
453,SARDEGNA,2.714,2.327,2019-11-30,-0.14259395725865887,isole
454,SICILIA,6.489,6.445,2019-11-30,-0.006780705809831922,isole
455,TOSCANA,3.134,3.58,2019-11-30,0.1423101467772816,centro
456,TRENTINO ALTO ADIGE,506.0,442.0,2019-11-30,-0.12648221343873522,nord-est
457,UMBRIA,1.324,1.485,2019-11-30,0.12160120845921463,centro
458,VALLE D'AOSTA,181.0,232.0,2019-11-30,0.28176795580110503,centro
459,VENETO,1.942,2.672,2019-11-30,0.3759011328527293,nord-est
460,ABRUZZO,1.646,2.064,2019-12-31,0.2539489671931958,sud
461,BASILICATA,411.0,471.0,2019-12-31,0.14598540145985406,sud
462,CALABRIA,2.734,2.898,2019-12-31,0.059985369422092205,sud
463,CAMPANIA,6.164,7.412,2019-12-31,0.20246593121349776,sud
464,EMILIA ROMAGNA,2.793,3.834,2019-12-31,0.3727175080558538,nord-est
465,FRIULI VENEZIA GIULIA,479.0,656.0,2019-12-31,0.36951983298538615,nord-est
466,LAZIO,5.247,6.566,2019-12-31,0.25138174194777974,centro
467,LIGURIA,1.104,1.511,2019-12-31,0.36865942028985477,centro
468,LOMBARDIA,6.199,8.547,2019-12-31,0.3787707694789484,centro
469,MARCHE,857.0,898.0,2019-12-31,0.04784130688448074,centro
470,MOLISE,270.0,462.0,2019-12-31,0.711111111111111,sud
471,PIEMONTE,3.971,4.531,2019-12-31,0.14102241249055636,centro
472,PUGLIA,2.517,3.814,2019-12-31,0.5152959872864522,sud
473,SARDEGNA,2.71,2.288,2019-12-31,-0.15571955719557207,isole
474,SICILIA,6.497,6.445,2019-12-31,-0.008003694012621132,isole
475,TOSCANA,3.136,3.556,2019-12-31,0.1339285714285714,centro
476,TRENTINO ALTO ADIGE,506.0,445.0,2019-12-31,-0.12055335968379444,nord-est
477,UMBRIA,1.324,1.471,2019-12-31,0.11102719033232633,centro
478,VALLE D'AOSTA,181.0,228.0,2019-12-31,0.2596685082872927,centro
479,VENETO,1.942,2.672,2019-12-31,0.3759011328527293,nord-est
480,ABRUZZO,1.65,2.091,2020-01-31,0.26727272727272755,sud
481,BASILICATA,411.0,459.0,2020-01-31,0.11678832116788329,sud
482,CALABRIA,2.735,2.794,2020-01-31,0.0215722120658135,sud
483,CAMPANIA,6.164,7.468,2020-01-31,0.21155094094743676,sud
484,EMILIA ROMAGNA,2.793,3.862,2020-01-31,0.3827425707124954,nord-est
485,FRIULI VENEZIA GIULIA,479.0,659.0,2020-01-31,0.3757828810020878,nord-est
486,LAZIO,5.246,6.613,2020-01-31,0.26057948913457873,centro
487,LIGURIA,1.104,1.522,2020-01-31,0.3786231884057969,centro
488,LOMBARDIA,6.199,8.583,2020-01-31,0.3845781577673819,centro
489,MARCHE,857.0,907.0,2020-01-31,0.058343057176196034,centro
490,MOLISE,270.0,452.0,2020-01-31,0.674074074074074,sud
491,PIEMONTE,3.971,4.517,2020-01-31,0.13749685217829266,centro
492,PUGLIA,2.517,3.869,2020-01-31,0.5371473976956695,sud
493,SARDEGNA,2.71,2.319,2020-01-31,-0.1442804428044281,isole
494,SICILIA,6.497,6.547,2020-01-31,0.007695859627520285,isole
495,TOSCANA,3.136,3.572,2020-01-31,0.13903061224489788,centro
496,TRENTINO ALTO ADIGE,506.0,433.0,2020-01-31,-0.14426877470355737,nord-est
497,UMBRIA,1.324,1.45,2020-01-31,0.09516616314199378,centro
498,VALLE D'AOSTA,181.0,245.0,2020-01-31,0.35359116022099446,centro
499,VENETO,1.942,2.609,2020-01-31,0.34346035015447995,nord-est
500,ABRUZZO,1.65,2.014,2020-02-29,0.22060606060606047,sud
501,BASILICATA,411.0,461.0,2020-02-29,0.12165450121654509,sud
502,CALABRIA,2.735,2.779,2020-02-29,0.01608775137111529,sud
503,CAMPANIA,6.211,7.419,2020-02-29,0.19449364031556904,sud
504,EMILIA ROMAGNA,2.989,3.895,2020-02-29,0.3031114084978255,nord-est
505,FRIULI VENEZIA GIULIA,479.0,663.0,2020-02-29,0.384133611691023,nord-est
506,LAZIO,5.244,6.667,2020-02-29,0.27135774218154074,centro
507,LIGURIA,1.104,1.519,2020-02-29,0.375905797101449,centro
508,LOMBARDIA,6.199,8.72,2020-02-29,0.40667849653169874,centro
509,MARCHE,857.0,926.0,2020-02-29,0.08051341890315045,centro
510,MOLISE,270.0,475.0,2020-02-29,0.7592592592592593,sud
511,PIEMONTE,3.971,4.553,2020-02-29,0.14656257869554268,centro
512,PUGLIA,2.517,3.863,2020-02-29,0.5347636074692095,sud
513,SARDEGNA,2.71,2.31,2020-02-29,-0.14760147601476015,isole
514,SICILIA,6.495,6.59,2020-02-29,0.014626635873749017,isole
515,TOSCANA,3.136,3.59,2020-02-29,0.14477040816326525,centro
516,TRENTINO ALTO ADIGE,506.0,424.0,2020-02-29,-0.1620553359683794,nord-est
517,UMBRIA,1.324,1.485,2020-02-29,0.12160120845921463,centro
518,VALLE D'AOSTA,181.0,239.0,2020-02-29,0.3204419889502763,centro
519,VENETO,1.942,2.638,2020-02-29,0.35839340885684856,nord-est
520,ABRUZZO,1.655,1.953,2020-03-31,0.180060422960725,sud
521,BASILICATA,409.0,374.0,2020-03-31,-0.08557457212713937,sud
522,CALABRIA,2.731,2.846,2020-03-31,0.04210911753936286,sud
523,CAMPANIA,6.158,6.972,2020-03-31,0.13218577460214354,sud
524,EMILIA ROMAGNA,3.002,3.261,2020-03-31,0.08627581612258517,nord-est
525,FRIULI VENEZIA GIULIA,479.0,631.0,2020-03-31,0.3173277661795406,nord-est
526,LAZIO,5.209,6.204,2020-03-31,0.1910155500095989,centro
527,LIGURIA,1.117,1.495,2020-03-31,0.3384064458370637,centro
528,LOMBARDIA,6.203,8.095,2020-03-31,0.3050137030469129,centro
529,MARCHE,856.0,969.0,2020-03-31,0.1320093457943925,centro
530,MOLISE,266.0,439.0,2020-03-31,0.650375939849624,sud
531,PIEMONTE,3.947,4.507,2020-03-31,0.14187990879148704,centro
532,PUGLIA,2.478,3.574,2020-03-31,0.44229217110573016,sud
533,SARDEGNA,2.71,2.202,2020-03-31,-0.1874538745387454,isole
534,SICILIA,6.466,6.218,2020-03-31,-0.038354469532941526,isole
535,TOSCANA,3.12,3.471,2020-03-31,0.11250000000000004,centro
536,TRENTINO ALTO ADIGE,497.0,410.0,2020-03-31,-0.17505030181086523,nord-est
537,UMBRIA,1.324,1.46,2020-03-31,0.10271903323262821,centro
538,VALLE D'AOSTA,181.0,227.0,2020-03-31,0.2541436464088398,centro
539,VENETO,1.946,2.538,2020-03-31,0.30421377183967113,nord-est
540,ABRUZZO,1.655,1.85,2020-04-30,0.1178247734138973,sud
541,BASILICATA,402.0,348.0,2020-04-30,-0.13432835820895528,sud
542,CALABRIA,2.706,2.667,2020-04-30,-0.014412416851441345,sud
543,CAMPANIA,6.087,6.451,2020-04-30,0.059799572860193884,sud
544,EMILIA ROMAGNA,2.995,3.076,2020-04-30,0.027045075125208706,nord-est
545,FRIULI VENEZIA GIULIA,473.0,589.0,2020-04-30,0.2452431289640591,nord-est
546,LAZIO,5.192,5.738,2020-04-30,0.10516178736517734,centro
547,LIGURIA,1.111,1.398,2020-04-30,0.25832583258325825,centro
548,LOMBARDIA,6.14,7.333,2020-04-30,0.19429967426710104,centro
549,MARCHE,851.0,899.0,2020-04-30,0.05640423031727382,centro
550,MOLISE,268.0,410.0,2020-04-30,0.5298507462686568,sud
551,PIEMONTE,3.938,4.19,2020-04-30,0.0639918740477401,centro
552,PUGLIA,2.469,3.406,2020-04-30,0.3795058728230054,sud
553,SARDEGNA,2.679,2.125,2020-04-30,-0.20679357969391554,isole
554,SICILIA,6.443,5.833,2020-04-30,-0.09467639298463437,isole
555,TOSCANA,3.116,3.256,2020-04-30,0.0449293966623876,centro
556,TRENTINO ALTO ADIGE,497.0,371.0,2020-04-30,-0.2535211267605634,nord-est
557,UMBRIA,1.322,1.398,2020-04-30,0.05748865355521926,centro
558,VALLE D'AOSTA,177.0,211.0,2020-04-30,0.192090395480226,centro
559,VENETO,1.917,2.355,2020-04-30,0.22848200312989042,nord-est
560,ABRUZZO,1.655,1.796,2020-05-31,0.08519637462235652,sud
561,BASILICATA,402.0,360.0,2020-05-31,-0.10447761194029848,sud
562,CALABRIA,2.706,2.628,2020-05-31,-0.02882483370288247,sud
563,CAMPANIA,6.043,6.404,2020-05-31,0.05973854046003635,sud
564,EMILIA ROMAGNA,2.995,3.001,2020-05-31,0.002003338898163509,nord-est
565,FRIULI VENEZIA GIULIA,464.0,593.0,2020-05-31,0.2780172413793103,nord-est
566,LAZIO,5.178,5.689,2020-05-31,0.09868675164156038,centro
567,LIGURIA,1.111,1.385,2020-05-31,0.2466246624662467,centro
568,LOMBARDIA,6.137,7.283,2020-05-31,0.18673619032100386,centro
569,MARCHE,846.0,863.0,2020-05-31,0.02009456264775422,centro
570,MOLISE,268.0,404.0,2020-05-31,0.5074626865671641,sud
571,PIEMONTE,3.938,4.165,2020-05-31,0.05764347384459123,centro
572,PUGLIA,2.665,3.418,2020-05-31,0.28255159474671676,sud
573,SARDEGNA,2.615,2.087,2020-05-31,-0.20191204588910128,isole
574,SICILIA,6.443,5.86,2020-05-31,-0.09048579854105221,isole
575,TOSCANA,3.092,3.226,2020-05-31,0.04333764553686925,centro
576,TRENTINO ALTO ADIGE,497.0,361.0,2020-05-31,-0.27364185110663986,nord-est
577,UMBRIA,1.322,1.37,2020-05-31,0.036308623298033416,centro
578,VALLE D'AOSTA,177.0,198.0,2020-05-31,0.11864406779661008,centro
579,VENETO,1.918,2.296,2020-05-31,0.1970802919708028,nord-est
580,ABRUZZO,1.655,1.762,2020-06-30,0.06465256797583074,sud
581,BASILICATA,407.0,366.0,2020-06-30,-0.10073710073710074,sud
582,CALABRIA,2.709,2.631,2020-06-30,-0.02879291251384286,sud
583,CAMPANIA,6.035,6.428,2020-06-30,0.06512013256006632,sud
584,EMILIA ROMAGNA,2.995,3.033,2020-06-30,0.012687813021702743,nord-est
585,FRIULI VENEZIA GIULIA,464.0,603.0,2020-06-30,0.2995689655172413,nord-est
586,LAZIO,5.183,5.762,2020-06-30,0.11171136407486015,centro
587,LIGURIA,1.111,1.403,2020-06-30,0.2628262826282628,centro
588,LOMBARDIA,6.145,7.349,2020-06-30,0.19593165174938987,centro
589,MARCHE,846.0,870.0,2020-06-30,0.028368794326241176,centro
590,MOLISE,268.0,393.0,2020-06-30,0.46641791044776126,sud
591,PIEMONTE,3.938,4.176,2020-06-30,0.06043676993397673,centro
592,PUGLIA,2.681,3.434,2020-06-30,0.2808653487504662,sud
593,SARDEGNA,2.611,2.044,2020-06-30,-0.21715817694369977,isole
594,SICILIA,6.443,5.92,2020-06-30,-0.08117336644420292,isole
595,TOSCANA,3.095,3.209,2020-06-30,0.03683360258481416,centro
596,TRENTINO ALTO ADIGE,497.0,362.0,2020-06-30,-0.2716297786720322,nord-est
597,UMBRIA,1.322,1.391,2020-06-30,0.05219364599092291,centro
598,VALLE D'AOSTA,177.0,192.0,2020-06-30,0.0847457627118644,centro
599,VENETO,1.919,2.251,2020-06-30,0.17300677436164658,nord-est
600,ABRUZZO,1.655,1.742,2020-07-31,0.05256797583081574,sud
601,BASILICATA,407.0,382.0,2020-07-31,-0.061425061425061434,sud
602,CALABRIA,2.71,2.684,2020-07-31,-0.00959409594095939,sud
603,CAMPANIA,6.035,6.424,2020-07-31,0.06445733222866612,sud
604,EMILIA ROMAGNA,2.995,3.021,2020-07-31,0.008681135225375503,nord-est
605,FRIULI VENEZIA GIULIA,464.0,600.0,2020-07-31,0.2931034482758621,nord-est
606,LAZIO,5.212,5.779,2020-07-31,0.10878741366078293,centro
607,LIGURIA,1.118,1.408,2020-07-31,0.2593917710196778,centro
608,LOMBARDIA,6.156,7.418,2020-07-31,0.2050032488628981,centro
609,MARCHE,846.0,891.0,2020-07-31,0.05319148936170204,centro
610,MOLISE,268.0,387.0,2020-07-31,0.44402985074626855,sud
611,PIEMONTE,3.938,4.183,2020-07-31,0.06221432199085819,centro
612,PUGLIA,2.683,3.413,2020-07-31,0.27208348863212817,sud
613,SARDEGNA,2.611,2.026,2020-07-31,-0.22405208732286497,isole
614,SICILIA,6.446,5.896,2020-07-31,-0.0853242320819112,isole
615,TOSCANA,3.099,3.203,2020-07-31,0.033559212649241665,centro
616,TRENTINO ALTO ADIGE,497.0,377.0,2020-07-31,-0.24144869215291753,nord-est
617,UMBRIA,1.322,1.356,2020-07-31,0.02571860816944027,centro
618,VALLE D'AOSTA,177.0,171.0,2020-07-31,-0.03389830508474578,centro
619,VENETO,1.919,2.258,2020-07-31,0.17665450755601864,nord-est
620,ABRUZZO,1.655,1.753,2020-08-31,0.059214501510573836,sud
621,BASILICATA,407.0,387.0,2020-08-31,-0.0491400491400491,sud
622,CALABRIA,2.71,2.603,2020-08-31,-0.03948339483394825,sud
623,CAMPANIA,6.05,6.422,2020-08-31,0.06148760330578518,sud
624,EMILIA ROMAGNA,2.995,3.071,2020-08-31,0.025375626043405708,nord-est
625,FRIULI VENEZIA GIULIA,464.0,612.0,2020-08-31,0.3189655172413792,nord-est
626,LAZIO,5.213,5.803,2020-08-31,0.11317859198158442,centro
627,LIGURIA,1.12,1.443,2020-08-31,0.2883928571428571,centro
628,LOMBARDIA,6.156,7.569,2020-08-31,0.22953216374269014,centro
629,MARCHE,846.0,875.0,2020-08-31,0.03427895981087481,centro
630,MOLISE,268.0,372.0,2020-08-31,0.3880597014925373,sud
631,PIEMONTE,3.938,4.235,2020-08-31,0.07541899441340782,centro
632,PUGLIA,2.683,3.463,2020-08-31,0.29071934401789057,sud
633,SARDEGNA,2.611,2.051,2020-08-31,-0.21447721179624668,isole
634,SICILIA,6.446,5.816,2020-08-31,-0.09773502947564383,isole
635,TOSCANA,3.1,3.229,2020-08-31,0.04161290322580635,centro
636,TRENTINO ALTO ADIGE,497.0,392.0,2020-08-31,-0.21126760563380287,nord-est
637,UMBRIA,1.323,1.361,2020-08-31,0.028722600151171562,centro
638,VALLE D'AOSTA,177.0,178.0,2020-08-31,0.005649717514124353,centro
639,VENETO,1.915,2.286,2020-08-31,0.1937336814621411,nord-est
640,ABRUZZO,1.655,1.754,2020-09-30,0.05981873111782465,sud
641,BASILICATA,401.0,372.0,2020-09-30,-0.07231920199501252,sud
642,CALABRIA,2.712,2.602,2020-09-30,-0.040560471976401336,sud
643,CAMPANIA,6.062,6.475,2020-09-30,0.06812933025404155,sud
644,EMILIA ROMAGNA,2.995,3.134,2020-09-30,0.04641068447412344,nord-est
645,FRIULI VENEZIA GIULIA,464.0,632.0,2020-09-30,0.3620689655172413,nord-est
646,LAZIO,5.213,5.786,2020-09-30,0.10991751390753879,centro
647,LIGURIA,1.12,1.445,2020-09-30,0.2901785714285714,centro
648,LOMBARDIA,6.156,7.667,2020-09-30,0.24545159194281996,centro
649,MARCHE,846.0,834.0,2020-09-30,-0.014184397163120588,centro
650,MOLISE,268.0,373.0,2020-09-30,0.3917910447761195,sud
651,PIEMONTE,3.938,4.293,2020-09-30,0.09014728288471296,centro
652,PUGLIA,2.688,3.503,2020-09-30,0.30319940476190466,sud
653,SARDEGNA,2.611,2.047,2020-09-30,-0.2160091918805056,isole
654,SICILIA,6.441,5.905,2020-09-30,-0.08321689178698954,isole
655,TOSCANA,3.101,3.247,2020-09-30,0.04708158658497252,centro
656,TRENTINO ALTO ADIGE,497.0,399.0,2020-09-30,-0.19718309859154926,nord-est
657,UMBRIA,1.323,1.35,2020-09-30,0.020408163265306145,centro
658,VALLE D'AOSTA,177.0,188.0,2020-09-30,0.062146892655367214,centro
659,VENETO,1.902,2.271,2020-09-30,0.1940063091482649,nord-est
660,ABRUZZO,1.658,1.742,2020-10-31,0.05066344993968652,sud
661,BASILICATA,401.0,390.0,2020-10-31,-0.027431421446383997,sud
662,CALABRIA,2.712,2.573,2020-10-31,-0.05125368731563429,sud
663,CAMPANIA,6.052,6.648,2020-10-31,0.09847984137475208,sud
664,EMILIA ROMAGNA,2.995,3.19,2020-10-31,0.06510851419031716,nord-est
665,FRIULI VENEZIA GIULIA,464.0,631.0,2020-10-31,0.3599137931034482,nord-est
666,LAZIO,5.217,5.839,2020-10-31,0.1192256085873109,centro
667,LIGURIA,1.12,1.439,2020-10-31,0.28482142857142856,centro
668,LOMBARDIA,6.156,7.751,2020-10-31,0.2590968161143601,centro
669,MARCHE,846.0,855.0,2020-10-31,0.010638297872340496,centro
670,MOLISE,268.0,380.0,2020-10-31,0.4179104477611941,sud
671,PIEMONTE,3.918,4.289,2020-10-31,0.09469116896375684,centro
672,PUGLIA,2.686,3.622,2020-10-31,0.3484735666418466,sud
673,SARDEGNA,2.609,2.071,2020-10-31,-0.20620927558451507,isole
674,SICILIA,6.449,5.895,2020-10-31,-0.08590479144053342,isole
675,TOSCANA,3.101,3.273,2020-10-31,0.05546597871654302,centro
676,TRENTINO ALTO ADIGE,498.0,411.0,2020-10-31,-0.17469879518072284,nord-est
677,UMBRIA,1.323,1.362,2020-10-31,0.029478458049886802,centro
678,VALLE D'AOSTA,177.0,186.0,2020-10-31,0.05084745762711873,centro
679,VENETO,1.903,2.321,2020-10-31,0.21965317919075145,nord-est
680,ABRUZZO,1.658,1.721,2020-11-30,0.03799758745476489,sud
681,BASILICATA,401.0,407.0,2020-11-30,0.014962593516209433,sud
682,CALABRIA,2.713,2.515,2020-11-30,-0.07298193881312198,sud
683,CAMPANIA,6.052,6.548,2020-11-30,0.08195637805684086,sud
684,EMILIA ROMAGNA,2.993,3.176,2020-11-30,0.06114266622118292,nord-est
685,FRIULI VENEZIA GIULIA,464.0,626.0,2020-11-30,0.34913793103448265,nord-est
686,LAZIO,5.23,5.81,2020-11-30,0.11089866156787753,centro
687,LIGURIA,1.12,1.433,2020-11-30,0.2794642857142857,centro
688,LOMBARDIA,6.154,7.715,2020-11-30,0.2536561585960351,centro
689,MARCHE,846.0,843.0,2020-11-30,-0.0035460992907800915,centro
690,MOLISE,271.0,375.0,2020-11-30,0.3837638376383763,sud
691,PIEMONTE,3.918,4.254,2020-11-30,0.08575803981623253,centro
692,PUGLIA,2.686,3.56,2020-11-30,0.325390915860015,sud
693,SARDEGNA,2.609,2.058,2020-11-30,-0.21119202759678046,isole
694,SICILIA,6.449,5.883,2020-11-30,-0.08776554504574352,isole
695,TOSCANA,3.098,3.248,2020-11-30,0.048418334409296326,centro
696,TRENTINO ALTO ADIGE,498.0,385.0,2020-11-30,-0.2269076305220884,nord-est
697,UMBRIA,1.323,1.348,2020-11-30,0.01889644746787611,centro
698,VALLE D'AOSTA,177.0,169.0,2020-11-30,-0.04519774011299438,centro
699,VENETO,1.908,2.294,2020-11-30,0.20230607966457037,nord-est
700,ABRUZZO,1.658,1.659,2020-12-31,0.0006031363088059294,sud
701,BASILICATA,401.0,399.0,2020-12-31,-0.004987531172069848,sud
702,CALABRIA,2.713,2.447,2020-12-31,-0.09804644305197197,sud
703,CAMPANIA,6.052,6.403,2020-12-31,0.0579973562458691,sud
704,EMILIA ROMAGNA,2.993,3.139,2020-12-31,0.04878048780487809,nord-est
705,FRIULI VENEZIA GIULIA,466.0,600.0,2020-12-31,0.28755364806866957,nord-est
706,LAZIO,5.23,5.816,2020-12-31,0.11204588910133828,centro
707,LIGURIA,1.12,1.352,2020-12-31,0.20714285714285707,centro
708,LOMBARDIA,6.143,7.602,2020-12-31,0.2375061045091975,centro
709,MARCHE,846.0,847.0,2020-12-31,0.0011820330969267712,centro
710,MOLISE,271.0,351.0,2020-12-31,0.2952029520295203,sud
711,PIEMONTE,3.918,4.175,2020-12-31,0.06559469116896377,centro
712,PUGLIA,2.686,3.501,2020-12-31,0.3034251675353685,sud
713,SARDEGNA,2.609,2.01,2020-12-31,-0.22958988118052903,isole
714,SICILIA,6.449,5.733,2020-12-31,-0.1110249651108699,isole
715,TOSCANA,3.1,3.204,2020-12-31,0.033548387096774324,centro
716,TRENTINO ALTO ADIGE,498.0,388.0,2020-12-31,-0.22088353413654616,nord-est
717,UMBRIA,1.324,1.284,2020-12-31,-0.030211480362537735,centro
718,VALLE D'AOSTA,177.0,172.0,2020-12-31,-0.02824858757062143,centro
719,VENETO,1.908,2.282,2020-12-31,0.19601677148846974,nord-est
720,ABRUZZO,1.658,1.641,2021-01-31,-0.010253317249698357,sud
721,BASILICATA,401.0,402.0,2021-01-31,0.0024937655860348684,sud
722,CALABRIA,2.704,2.457,2021-01-31,-0.09134615384615397,sud
723,CAMPANIA,6.052,6.417,2021-01-31,0.06031064111037687,sud
724,EMILIA ROMAGNA,2.993,3.194,2021-01-31,0.06715669896425003,nord-est
725,FRIULI VENEZIA GIULIA,467.0,621.0,2021-01-31,0.32976445396145615,nord-est
726,LAZIO,5.23,5.759,2021-01-31,0.10114722753346084,centro
727,LIGURIA,1.12,1.316,2021-01-31,0.17500000000000004,centro
728,LOMBARDIA,6.143,7.645,2021-01-31,0.24450594172228546,centro
729,MARCHE,846.0,832.0,2021-01-31,-0.01654846335697402,centro
730,MOLISE,271.0,346.0,2021-01-31,0.2767527675276753,sud
